Subject,Verb,Object
oral healthcare,regard,36166292 coronavirus disease MESH : C000657245 MESH : 36166292|t|Assessment .
the COVID-19 pandemic,regard,36166292 coronavirus disease MESH : C000657245 MESH : 36166292|t|Assessment .
clinical management of long COVID patients,support,9606 36166648|t|An solution
multicenter observational study,capture,a prospective dataset
clinical management of long COVID patients,support,36166648 36166648 9606 36166648|t|An solution
36166648 2380 patients Species 	 Protocol : Study,expect,It
behavior change,base,artificial intelligence models
mental wellbeing techniques,base,artificial intelligence models
stratification models,base,professionals
early detection of exacerbations,base,professionals
Racial Disparities in,understand,36166648 2380 patients Species 	 Protocol : Study
two quantitative cohorts of KPGA members,generate,we
36166652 1211 1219 Disease MESH : C000657245,generate,we
9606 1680 1688 Disease MESH : C000657245,generate,we
Disease MESH :,generate,we
a diagnosis between Jan record ( EMR ) cohort,generate,we
"data on diagnoses , medications",include,Jan record ( EMR ) cohort
a subset,include,a diagnosis between
Emory Healthcare,hospitalize,a subset
additional in data,capture,a subset
a range of questions,answer,participants
demographics ( e.g. ),relate,questions
important context,provide,The quantitative data
36166652 3249 3257 Disease MESH : blueprint,provide,The quantitative data
hypotheses,generate,important context
the mechanisms,generate,important context
racial disparities in,generate,important context
correlations,improve,36167131|t|Does normalization of by
wastewater influent,associate,"genes E , N1"
temperature,associate,PMMoV
"avascular necrosis of ,",induce,1261 Species 	 36168319|t|Corticosteroids
"a "" COVID-19 "" complication : report",induce,1261 Species 	 36168319|t|Corticosteroids
the disease process,aggravate,which
an depth look at all government policies,take,This paper
the spread of in,prevent,all government policies
the perception of the general population,prevent,all government policies
these policies,regard,the perception of
Government Policies,regard,36168372 403 coronavirus disease MESH : C000657245 C000657245 in Pandemic .
the COVID-19,combat,36168372 403 coronavirus disease MESH : C000657245 C000657245 in Pandemic .
government policies,regard,The satisfaction rate of the general public
combat COVID-19,develop,government policies
coronavirus disease 2019,diagnose,a child
cardiac surgery,treat,a child
coronavirus disease 2019,diagnose,a child
cardiac surgery,treat,a child
coronavirus disease 2019,diagnose,a child
cardiac surgery,treat,a child
respiratory symptoms,characterize,Coronavirus disease 2019 ( COVID-19 )
thrombosis,associate,it
adults,associate,it
"various stages of ,",trigger,SARS - CoV-2
36168683 685 Disease MESH : findings .,trigger,SARS - CoV-2
"neuroimmune ones ,",include,"various stages of ,"
"term consequences of ,",cause,which
those,include,"term consequences of ,"
the damage of the peripheral nervous system,associate,"term consequences of ,"
"Wuhan , China",occur,An unexplained pneumonia
December 2019,occur,An unexplained pneumonia
severe disease,indicate,The ultrasonographic features of patients in the Wuhan area
36169247 1319 patients Species 	 36169252|t|Comparison between for the evaluation of after symptomatic COVID-19,indicate,The ultrasonographic features of
lower than,seem,cell responses in paucisymptomatic patients
ventricular deformation,leave,36169252 9606 36169708|t|Impaired
post,leave,36169252 9606 36169708|t|Impaired
-,leave,36169252 9606 36169708|t|Impaired
COVID-19 : association with autonomic dysregulation,leave,36169252 9606 36169708|t|Impaired
arterial coupling,leave,36169252 9606 36169708|t|Impaired
implications syndrome,extend,Coronavirus disease-19 ( COVID-19 )
the coronavirus disease 2019 ( COVID-19 ),cause,the pandemic
spring,cause,the pandemic
summer 2020,cause,the pandemic
term care facilities,live,residents
contracting,live,residents
the virus ( concerns ),fall,contracting
.. 36170272|t|A causal inference approach for,indicate,Our preliminary analyses
the value of autonomic testing,expand,NA
effects of non - pharmaceutical interventions during,estimate,.. 36170272|t|A causal inference approach for
"multiple restriction policies ,",introduce,governments worldwide
non - pharmaceutical interventions ( NPIs,know,"multiple restriction policies ,"
an online qualitative survey,carry,Data collection
SurveyMonkey software,generate,an online qualitative survey
three independent authors,analyse,an online qualitative survey
novel coronavirus disease ( COVID-19 ),suffer,who
"post - COVID neuropsychiatric disorders , are an integral part of the COVID syndrome",develop,risk for
neuropsychiatric disorders 	,covid,C000657245
36170698 238 270
Disease MESH,covid,C000657245
36170698 238 270
the main adverse drug reactions ( ADRs ),review,We
36170698 1371 1374 Chemical MESH : D002220 36170698|t|Possible Clinical,review,We
"CMZ , interactions ,",associate,the main adverse drug reactions ( ADRs )
drug interactions,associate,the main adverse drug reactions ( ADRs )
genetic predictors of the development of,associate,the main adverse drug reactions ( ADRs )
"candidate genes for CMZ metabolism , transport",consider,we
risk factors,consider,we
Emerging Needs,focalize,A Necessary Interconnection
the physical health of people,suffer,apprehension
a situation of Initiative,generate,The current world scenario of apprehension
36170709 9606 281 Disease MESH :,generate,The current world scenario of
an emotional overload of stress,accompany,anxiety
the need,face,universities
the new generation of doctors,equip,the need
novel special skills,equip,the need
the site,extract,data
11 March 2021,extract,data
9 November 2021,extract,data
adherence to TB medications,measure,36171553|t|Formative acceptance of ingestible biosensors
the burden of this infectious disease,reduce,the key to
SARS - CoV-2,include,"Respiratory viruses ,"
chronic lung disease,trigger,"Respiratory viruses ,"
clearance of infectious virus,persist,"be , results suggest"
findings,resemble,This entire pattern
an experimental model of post - viral lung disease,resemble,This entire pattern
"epithelial cell growth , activation",require,"be , results suggest"
evidence of,provide,The present results
36172126 999 1007 Disease MESH :,provide,The present results
term Covid-19,reprogramme,evidence of
lung dysfunction,explain,thereby a pathway for
lung dysfunction,correct,thereby a pathway for
lung dysfunction,correct,thereby a pathway for
"the post - transcriptional , pre - translational stage of a gene",regulate,"be , results suggest"
upstream of protein synthesis,act,therapies
36172353 524 Disease MESH : D030342 :,use,mRNA drugs
"the treatment of genetic diseases , tumors",use,mRNA drugs
"genetic diseases , oncology",use,mRNA drugs
COVID-19 vaccines,focus,domestic mRNA clinical development
more scope for future indication expansion,focus,domestic mRNA clinical development
spatial profiles consistent,demonstrate,we
two COVID-19 gene sets ),base,a response (
the tumors,base,a response (
the impact of on via spatial transcriptomic analysis of two cancer patients with COVID-19 co,understand,MESH 36172383|t|Case report :
36172383 2329 2334 Disease MESH : 36173142|t|Safety,provide,Our results
"situ evidence of SARS memory ,",provide,Our results
tissue protection against reinfection,!provide,which
the tumor microenvironment,!modulate,"SARS memory ,"
ICB responsiveness,!favor,"SARS memory ,"
metabolic decompensation,develop,terms of
type metabolic disorders,have,Thirteen patients
organic acidemia ( OA ),include,type metabolic disorders
energy metabolism disorders,have,4 patients
acid metabolism disorders,include,energy metabolism disorders
LIPIN 1 deficiency,include,energy metabolism disorders
a prevalent COVID-19 symptom,smell,36173444|t|Phantom
a logarithmic function,follow,The relationship between OD duration
the first 2 months of the disease,increase,a prevalence of phantosmia
this study,consider,the 15 months
tensor decomposition,rationalize,36173994|t|Projection : A theoretical basis
selection tools,rationalize,36173994|t|Projection : A theoretical basis
component analysis,rationalize,36173994|t|Projection : A theoretical basis
genes,express,Identifying
the large number of genes,compare,the small number of available samples
tensor decomposition,rationalize,A theoretical basis
selection tools,rationalize,A theoretical basis
component analysis,rationalize,A theoretical basis
statistical tests,employ,Conventional selection methods
the critical problem of on sample size,have,Conventional selection methods
36173994|t|Projection in genomic analysis,have,Conventional selection methods
A theoretical basis,have,Conventional selection methods
tensor decomposition,rationalize,A theoretical basis
selection tools,rationalize,A theoretical basis
component analysis,rationalize,A theoretical basis
genes,attribute,value vectors
the Gaussian distribution,obey,value vectors
values of,correspond,the null hypothesis
gene order,generate,the null distribution
the complications of coronavirus disease 19 ( COVID-19 ),face,we
postCOVID-19 syndrome,call,entities
a wide variety of new symptoms,involve,This set of entities
