Subject,Verb,Object
35354414 621 626 Disease MESH :,address,the interviewees
their own death,relate,feelings
cardiopulmonary exercise testing in with persistent dyspnoea,diagnose,35354589|t|Dysfunctional breathing
35354589 1723 Disease MESH : D004417,suggest,Our findings
dyspnoea in younger outpatients,disable,an important pathophysiological mechanism of
"CoV-2 infection ,",follow,an important pathophysiological mechanism of
other viral diseases,!describe,a feature of
light,shed,This study
the mental health status of patients with rheumatic disease ( RD ),shed,This study
"the massive outbreak of in , prevalence",shed,This study
light,shed,This study
the mental health status of,shed,This study
"the massive outbreak of in , prevalence",shed,This study
healthy individuals,compare,especially the prevalence
risk factors of PTSD in patients with,identify,"Female , old age , quality"
the COVID-19 epidemic,identify,"Female , old age , quality"
risk factors of,identify,pessimistic subjective perception of the epidemic
the COVID-19 epidemic,identify,pessimistic subjective perception of
the risk for development of long COVID syndrome : study,determine,35354638 1406 1410 Disease MESH :
the risk for,determine,Species metabolism disorders
"50,402 COVID-19 patients in the Analyzer database ( IQVIA )",identify,We
35355237 511 519 Disease MESH :,identify,We
the risk for development of long COVID syndrome : study,determine,C000657245 35355237 patients Species 	 disorders
independent risk factors for the development of,represent,Lipid metabolism disorders
35355237 1512 1517 Chemical MESH : Gene,represent,Lipid metabolism disorders
independent risk factors for,represent,obesity
35355237 1512 1517 Chemical MESH : Gene,represent,obesity
the risk for unfavorable disease courses along all phases of,determine,metabolic alterations
SARS - CoV-2,cause,multiple outbreaks
products,contaminate,multiple outbreaks
challenges,bring,which
COVID-19 prevention,bring,which
control,bring,which
severe syndrome coronavirus 2 ( CoV-2 ),cause,Coronavirus disease 2019 ( COVID-19
three cases of patients with COVID-19 disease,present,we
the ischemic changes,highlight,These three cases
the setting of without classic respiratory symptoms,see,the ischemic changes
surgical management,require,severe gastrointestinal disease
two cases of mRNA disease ( ILD ),report,We
ANFIS,use,35355809|t|A COVID-19 forecasting system for hospital needs
LSTM models,use,35355809|t|A COVID-19 forecasting system for
disease C000657245 Species 35355927|t|Cardiovascular complications in the Post - Acute COVID-19 syndrome ( PACS ),show,Centers for Control data
the intensive care unit ( ICU ),admit,33 % of
December 2019,surface,The severe syndrome coronavirus 2 disease
"Wuhan , China",surface,The severe syndrome coronavirus 2 disease
COVID-19 survivors,affect,Post - COVID-19 syndrome
all levels of disease severity,affect,Post - COVID-19 syndrome
post - discharge dyspnea,associate,The disease
fatigue,associate,The disease
35355964 231 ventricular ( LV ) Disease MESH : MESH,characterize,This observational CMR study
C000657245 patients Species 	 9606 MESH : Damage,characterize,This observational CMR study
Patients From,characterize,This observational CMR study
the First Year in COVID-19,characterize,This observational CMR study
"ventricular ( LV ) damage ,",characterize,This observational CMR study
COVID-19,attribute,which
the first year in patients with prior cardiac disease,perform,serial CMR
Serial CMR,evidence,C000657245 patients Species 	 9606 MESH : Damage
consecutive patients,include,This study
35355964 500 Disease MESH :,include,This study
any prior history of cardiac disease,include,This study
the time of the first COVID - wave,include,This study
myocardial damage,induce,an increase in COVID-19
signs of persistent extracellular edema,exhibit,Many patients with history of cardiac disease
a median 3 - months from the troponin peak,exhibit,Many patients with
a year time frame,resolve,which
a realization of the contribution of the immune responses in the pathogenesis of CNS diseases,be,there
35356001 666 Disease MESH : Systems .,be,there
the diverse African setting,remain,Our understanding of the pathogenesis of many post - infectious manifestations of various microbial agents
the continent,encounter,we
their management,improve,us
the current understanding of,explore,This review
35356001 1677 Disease MESH : Systems,explore,This review
"the clinical presentations , diagnosis",highlight,We
MESH Peripheral ) Nervous Systems : Perspective .,highlight,We
disease models of conditions,use,future research
the continent,see,we
"R encephalitis , be post - HSV encephalitis",describe,we
D009157 35356637|t|Leukoerythroblastosis in : Finding,describe,we
the entire world,shake,The global pandemic of (
the entire world,shake,COVID-19 )
a lot about this new disease,learn,We
a short period of time,learn,We
its pathogenic effect,determine,still a long road
infection with,include,"severe respiratory infections ,"
the situation,worsen,SARS - CoV-2
endothelial dysfunction,cause,it
thrombosis,cause,it
blood smear finding of with a history of sickle cell disease,share,we
35356637 1132 1151 Disease MESH : MESH,share,we
further studies,determine,The unusual finding of in MESH
its effect on hematopoietic system,determine,The unusual finding of in MESH
the forefront of this deadly disease,come,more research
survivors of Coronavirus disease 2019 ( infection,characterize,This study
survivors of,characterize,This study
their renal function,recover,which overwhelmingly demonstrates is
kidney disease ( AKD ),acute,survivors of
discharge,acute,survivors of
factors,determine,This study
progression,associate,factors
AKD,associate,factors
hospital stay,associate,factors
discharge / death,follow,four patients with COVID-19 infection
higher rate of chronic kidney disease ( CKD ),have,The AKD subset
AKD,progress,Early identification
outcomes,improve,Early identification
outcomes,improve,appropriate management of patients
COVID-19,associate,35356971|t|Excess mortality in
2020 2021,associate,35356971|t|Excess mortality in
age group,associate,35356971|t|Excess mortality in
mortality patterns,base,estimates
2000 2019,base,estimates
a heterogeneous dependent pattern,yield,Stratification by age group
35357017|t|Reductions in threat amid UK programme coincide with reductions in outgroup avoidance (,yield,Stratification by
important insights,provide,Findings
35357280|t|Prevalence of among during : review,provide,Findings
the implications of protection strategies for intergroup relations,provide,Findings
an actual pandemic context,provide,Findings
time,unfold,it
the level of in the general population,increase,Pandemics
the level of in,increase,their control measures
a great impact on people mental health,pose,The outbreak of ( COVID-19
undergraduate students,pose,The outbreak of ( COVID-19
35358182 1389 1399 CoV-2 Species 	 outcomes,suggest,These results
variable patient outcomes,underlie,which
term outcomes of Review,assess,We
35359168 146 159 Chemical MESH : Species,assess,We
6 mg,assess,We
a Public Health Lens,assess,We
35359614 760 Disease MESH : D000208,suggest,Preliminary evidence
Long COVID,associate,"female sex , age"
governments,challenge,Public health crises
health systems,challenge,Public health crises
huge challenges to humans,present,coronavirus disease 2019 ( COVID-19 )
Absence of Against,reveal,D000081207
35359967
Other CoV-2 Variants of,reveal,D000081207
35359967
the disease phase,develop,cells
a memory phenotype,show,35359967 356 383 Disease MESH :
MESH 35360195|t|Characteristics Factors for Waves : March,show,35359967 356 383 Disease MESH :
a memory phenotype,show,cells
MESH 35360195|t|Characteristics Factors for Waves : March,show,cells
differences in among coronavirus disease 2019,examine,We
35360195 197 Disease MESH :,examine,We
each wave,die,"Cases with ,"
those without these comorbidities,compare,"Cases with ,"
COVID-19,survive,who
"moderate , 162",include,( COVID-19 survivors severe
Coronavirus Disease-19 Outpatient Management,follow,35360197 403 coronavirus disease MESH : C000657245 C000657245 Is
specific acute symptoms of the disease,put,We
""" red flags "" of ,",put,We
general practitioners,identify,which
non - hospitalized COVID-19 patients,identify,which
non - hospitalized COVID-19 patients,identify,""" red flags "" of ,"
early psychological intervention,benefit,who
an increase in BMW generation,be,there
children,pertain,long coronavirus disease
"Panel recommendations ,",summarize,This report
