Subject,Verb,Object
rapid tests,use,antibody titers
ELISA technique,use,antibody titers
rapid tests,use,antibody titers
the course of the coronavirus disease 2019,alter,Genetic variants of
syndrome coronavirus Species :,alter,Genetic variants of
coronavirus disease 2019 sequelae,hospitalize,patients
infection,follow,87 % of patients
34774843 875 880 APOL1 Gene 	 8542 34774843 924 MESH :,discuss,we
D007674 1033 1041 Disease MESH : C000657245,discuss,we
"APOL1 risk alleles ( factor ,",include,"certain genetic differences ,"
glomerulopathy,collapse,a risk factor for )
systemic healthcare disparities,couple,"APOL1 risk alleles ( factor ,"
a disproportionate burden of post - kidney function decline among minority groups,lead,"certain genetic differences ,"
the need for prospective studies,highlight,We
34774843 1188 Disease MESH : D051436,highlight,We
the true incidence of chronic kidney disease burden,determine,the need for
COVID-19,determine,the need for
different rates in patients with coronavirus disease 2019 ( COVID-19 ),occur,Deep vein thrombosis ( DVT )
the first to the second wave of,learn,MESH C000657245 34775534|t|What
the first to,learn,we
a strong impact on in the general population,have,Covid-19 pandemic
millions of deaths,result,which
"term neurological sequelae , as Alzheimer disease ( AD )",cause,a global crisis
genes ( DEGs ),express,The differential
cytoscape,find,Hub genes
"the analysis of gene interactions , network ,",use,NetworkAnalyst
"( ITPR1 , ITPR3 )",identify,5 hub genes
COVID-19,affect,It has been noted
nomogram,show,Four hub genes ( ITPR1
nomogram,show,important factors in the development of AD
biomarkers for prediction,consider,Four hub genes
COVID-19,cause,AD development
infrastructure impacts,explore,a digital twin
the COVID-19 pandemic,explore,a digital twin
34777984 102 coronavirus disease MESH : MESH :,change,the daily pattern of activities
people across the globe,change,the daily pattern of
due to COVID-19 disease,hospitalize,C000657245 34777984 people Species 	 34779390|t|Characteristics
the hospital,admit,non
COVID-19 disease,admit,non
the hospital,admit,-
COVID-19 disease,admit,-
the hospital,admit,prisoners
COVID-19 disease,admit,prisoners
34779868 coronavirus Disease MESH : C000657245,continue,disease-2019 pandemic
particular risk to patients with autoimmune diseases,represent,This
a group at risk of hospitalization,represent,This
Disease MESH : D001327 :,represent,This
COVID-19 infection,relate,a group at
a paucity of safety data of COVID-19 vaccination in patients with autoimmune diseases,be,there
the risks of adverse effects,outweigh,the benefits of vaccination
relation to unit,assess,Cognitive measures ( Examination
new insight,reveal,Ongoing research
the mechanistic underpinnings of cardiovascular disease,reveal,Ongoing research
new insight,reveal,a understanding COVID-19
the mechanistic underpinnings of,reveal,a understanding COVID-19
"a significant repercussion on the health , economy",have,The outbreak of ( COVID-19 )
34782813 167 191 coronavirus disease MESH,have,The outbreak of ( COVID-19 )
rehabilitation service,covid,C000657245
34782813 symptoms : evaluation
limited information on in Syndrome,be,There
healing,associate,chronic interstitial lung diseases
patients clinical course,complicate,It has been noted
a severe acute case of,recover,patients
the importance of,highlight,Our review
C000657245 9606 34785980|t|Impact of on during,highlight,Our review
risk factors,contribute,the importance of
PF in COVID-19 survivors,contribute,the importance of
the patients,identify,the possible use of for
greatest risk of,identify,the possible use of for
this disease,develop,greatest risk of
large diurnal variability,exhibit,the correlation between TKE
the strongest correlation,exhibit,the correlation between
the daytime,observe,the strongest correlation
their peaks,reach,solar radiation
their peaks,reach,turbulent mixing
34786820 414 Disease MESH : effect : opportunity,show,Reports
the vascular diseases,contribute,some of these term effects
the main cause of :,contribute,some of
the development of arteriosclerosis,precede,endothelial dysfunction
endothelial function,measure,the authors
6 months,measure,the authors
acute disease in hypertensive patients,measure,the authors
other cardiovascular risk factors,have,they
scarce literature,be,There
"genitourinary symptoms in , disease",regard,scarce literature
Long COVID,know,especially post - acute disease
health inequalities,exist,COVID-19 pandemic exacerbates
an urgent need,be,there
measures,create,an urgent need
"the vulnerable patient groups ,",protect,measures
those with a pre - existing risk of atherosclerotic cardiovascular disease ( ASCVD ),include,"the vulnerable patient groups ,"
million individuals worldwide,affect,a common genetic disease
an overwhelming number of with a significant socioeconomic impact,cause,The coronavirus disease 2019
34788827 126 coronavirus disease MESH,cause,The coronavirus disease 2019
D003643 34788827|t|The effect of as a comorbidity on the susceptibility,cause,The coronavirus disease 2019
an overwhelming number of with,cause,( COVID-19 pandemic
34788827 126 coronavirus disease MESH,cause,( COVID-19 pandemic
D003643 34788827|t|The effect of as,cause,( COVID-19 pandemic
a risk factor for COVID-19 susceptibility,!represent,asthma
a risk factor for,!represent,allergic diseases
HIV,live,people
dexamethasone,involve,It has been noted
a range of daily doses ( mg ),use,dexamethasone
their semiology,know,little
prevalence,know,little
primary amnesic features,arise,they
inattentive processes,dysexecutive,secondary premorbid status
1,aim,"Hence , this study"
LTM functioning in post - infectious CoV-2 patients,assess,"Hence , this study"
premorbid confounders,account,"Hence , this study"
its cognitive etiology,explore,"Hence , this study"
hypoxemic respiratory insufficiency,predict,"Hence , this study"
another piece in the COVID puzzle,predict,"Hence , this study"
mortality,predict,"Hence , this study"
hypoxemic respiratory insufficiency,predict,9606 34792796|t|Low testosterone
another piece in,predict,9606 34792796|t|Low testosterone
mortality,predict,9606 34792796|t|Low testosterone
hypoxemic respiratory insufficiency,predict,Low testosterone
another piece in the COVID puzzle,predict,Low testosterone
mortality,predict,Low testosterone
hypoxemic respiratory insufficiency,predict,C000657245
""
""
another piece in the COVID puzzle,predict,C000657245
""
""
mortality,predict,C000657245
""
""
hypoxemic respiratory insufficiency,predict,34792796|t|Low testosterone
another piece in,predict,34792796|t|Low testosterone
mortality,predict,34792796|t|Low testosterone
the clinical presentation,influence,testosterone T ) values
a large population of adult males with coronavirus disease 19 ( COVID-19 ),influence,testosterone T ) values
outcome,influence,testosterone T ) values
poorer outcomes,experience,Black individuals
coronavirus disease ( COVID-19 ),relate,poorer outcomes
ICU admission,associate,"study Obesity , hypertension"
inhospital mortality,associate,chronic kidney disease
inhospital mortality,associate,chronic obstructive pulmonary disease
telephone interviews,conduct,The longitudinal study
the clinical sequelae of general cardiovascular systems,include,a questionnaire
the presence of clinical sequelae,associate,"Comorbidities , severity application"
the presence of,associate,the history of re
the Storm of,34797248|t|navigate,D010100
""
""
4300 articles,summarize,the Lit Rep
000 citations,summarize,the Lit Rep
1st October 2019,search,"PubMed , Medline ]"
all studies,identify,Three databases
"symptoms of generalised anxiety , depression",report,all studies
disturbance,sleep,"post - traumatic stress disorder ( PTSD ) ,"
participants,sleep,"post - traumatic stress disorder ( PTSD ) ,"
COVID-19 infection,sleep,"post - traumatic stress disorder ( PTSD ) ,"
1695 Disease MESH : D000275,exhibit,Studies
Two Vaccine Doses,exhibit,Studies
a Third Dose in Patients With,support,A Prospective Study
a % mortality rate in patients with thoracic cancer,result,Coronavirus disease 2019
air pollution,reduce,Strategies
this period,analyze,Raw wastewater from three Coronavirus disease 2019
this period,analyze,( COVID-19 ) reference hospitals
the value of,highlight,Synchrony between trends of in cases
a surveillance tool,highlight,Synchrony between
the phasing out,highlight,Synchrony between
syndromic surveillance,base,the population be
contact tracing,base,the population be
syndromic surveillance,base,the population be
contact tracing,base,the population be
